sentiment,content
Negatif,tlg iya bagi kalian para driver kalau malas antar org pilah pilih titik antar jemput gk perlu driver online dirumah kmu gk perlu cari uang driver alasan semua driver disini ban bocor kalau tidak sya udh dirumah lupa matikan aplikasi kalau udh tahu gk mau gojek mati aplikasi mu kalau ban bocor matikan aplikasi mu jangan ngerepotin org minta tlg cancel cancel sendiri sedang apa nyuruh org
Positif,abang sopan
Positif,driver ramah
Positif,puas pelayanan ojol mau terima order jm lebih perjalanan jam
Positif,bapaknya ramah
Negatif,waktu awalawal memakai maxim memang bagus walaupun susah mencari titik lokasi pas tetapi makin sini kok makin gak jelas terlebih biaya tarif bukan sekali dua kali terjadi ketika membayar harga tertera awal tetapi mengapa bahkan harganya x lipat membayar walaupun mendapatkan diskon pun sama bahkan harganya x lipat lebih mahal harga tertera aplikasinya mohon lebih perhatikan
Positif,mantap alhamdulillah cepat sampai selamat
Positif,driver mantap keren
Positif,tambah rezeky baik ramah
Positif,penjemputan tepat pelayanan ok
Negatif,tidak tahu sistem foodnya iya apa padahal toko tutup terima orderan kasian drivernya keliling mencari biar orderan gak dibatalin gak paham sama aplikasi ujung ujungnya tetep aplikasi sebelah
Positif,bapaknya ramahpelayanan bagus
Positif,sungguh ramah baiksehat abangku
Positif,sangat membantu mantap
Positif,terimakasih pak atas kenyamanannya
Positif,driver sopan ramah poool smgt buat mas ojol
Positif,pelayanan sangat baik
Positif,mantap murah meriah
Negatif,aplikasinya eror mendadak tolong dong kok verivikainya lama banget
Positif,seru perjalanannya
Positif,sangat puas pelayanannya
Negatif,kenapa sih drivernya ganjen serem
Positif,drivernya luar biasa ramah bnget en mga dapat rezeki lbh en lbh
Positif,ramah gercep terimakasih abang
Negatif,gak login pakai nomor hp mohon tindak lanjutkan
Positif,perjalanan aman
Negatif,mohon maaf sebelumnya sebenarnya maxim bagus tetapi pengalaman saya saya pernah aplikasinya eror ga pesen padahal coba tiga kali tetep ga muncul ga lama ada beberapa driver ngechat menggunakan bahasa tidak sopan padahal saya jelaskan aplikasinya eror tetapi tetap mengatai ngatai saya mohon para driver walaupun emosi tetap dijaga bahasanya
Positif,aman pnambahan biaya sesuei rutekarna posisi juga hujan
Negatif,kalau boleh usul kepada developer yth sebaiknya aplikasi pemesan lengkapi foto identitas asli ktp dicantumkan nomor wa banyak menyalahgunakan apk membuat orderan fiktif saya driver sering mengalami hal terimakasih
Positif,respon cepat baik ramah
Positif,baik sopanterimakasih
Positif,bagus banget layanan cepat murah
Positif,pelayanan bagus drivernya juga baik
Positif,trimksih driver baik ramah selamat smpe tujuan trimksih
Positif,terimakasih fast respon
Positif,motornya jalanya rapih
Negatif,tolong driver car wilayah kota kendarijangan suka naik kan hargadi aplikasi maxim tujuan kelurahan sebelah cuma rpsampai tujuan ribukadang naik hampir ribukami pengguna maxim ragu menggunakan maxim car
Negatif,perbaiki drivermu masak banyaknya driver terdeteksi satu pun tidak ada mau ambil padahal up
Positif,bagus pelayanannya
Positif,kereen banget semua ojek
Negatif,monyettttttt aplikasinya lambat jelek memberikan kesempatan driver marshal andreas mobil toyota calya bkmq buat minta bayaran pakai tunai pesanan dibayar menggunakan non cash
Positif,driver sangat ramah pelayanan baik mksh buat maxim maju terus
Negatif,aplikasi maxim aplikasi penipu order sama mengaku admin maxim semua penipu
Positif,terimakasih bp sopir baik atas perjalanannya
Positif,kakaknya baik wkwkw
Positif,baik ramah
Positif,sangat membantu perjalanan
Positif,terimakasih msngantarkan
Positif,order dipenuhi yanuar ardi prasetyo motorcycle warna hitam nopol hcw terima kasih atas perjalanan rating
Positif,drivernya familier
Positif,mantap kali driver
Positif,kurir ramah terima kasih maxim ditingkatkan yah tuhan yesus memberkati
Positif,sejauh puas sama pelayanan
Positif,sabar menunggu terimakasih
Negatif,pengisian saldo makxim berhasil cek kosong gak masuk bagaimana iya kok bahkan bikin customer was
Positif,baik ramah
Positif,driver ramah
Positif,good buat driver maxim terima kasih
Positif,supirnya sopan ramah
Positif,supir ramah oke
Positif,ramah tahu jalan
Positif,baguss murah
Positif,pelayanannya baik pengemudinya juga sopan
Positif,terimakasih mengantar mama uln selamat
Positif,dia sangat asik seru dia ramah juga
Positif,bapaknya ramah
Negatif,apa sih masak klik bayar wallet bahkan bayar tunai untung bawa cash astagfirullah x gini
Positif,𝚃𝚎𝚕𝚊𝚑 𝚝𝚒𝚋𝚊 𝙰𝚗𝚍𝚛𝚒𝚊𝚗𝚜𝚢𝚊𝚑 𝙿𝚞𝚝𝚛𝚊 𝚍𝚒 𝙼𝚘𝚝𝚘𝚛𝚌𝚢𝚌𝚕𝚎 𝚠𝚊𝚛𝚗𝚊 𝚊𝚋𝚞𝚊𝚋𝚞 𝚖𝚞𝚍𝚊 𝚗𝚘𝚙𝚘𝚕 𝙳𝙽𝟺𝟾𝟻𝟾𝚇𝚇 𝚂𝚎𝚕𝚊𝚖𝚊𝚝 𝚖𝚎𝚗𝚒𝚔𝚖𝚊𝚝𝚒 𝚙𝚎𝚛𝚓𝚊𝚕𝚊𝚗𝚊𝚗 𝚁𝚊𝚝𝚒𝚗𝚐 𝟺𝟿𝟻
Positif,pengemudinya ramahhoke bngttt
Positif,terima kasih kasih mas driver sopan fast respon
Positif,pelayanan bagus sangat memuaskan
Positif,bagus tidak terlambat
Positif,mantap selalu tetap waktu
Positif,pelayanan okterima kasih
Positif,sampai dengn baik paket saya trmksih
Positif,driver pelayanan sangat bagus baik
Positif,pelayanan bagus
Positif,pelayanan bagus
Positif,pelayanan baik
Positif,abang ny asik abiezzz jokes ny masuk nyaman juga playlist ny juga bagus
Positif,pokoknya mantap
Positif,supir kalem mantab
Positif,datanqnya cepat
Positif,driver fast respon pelayanan baik nyaman selamat sampai tujuan
Positif,keren drivernya bersih wangi sangat hati hati dalam berkendara
Positif,sangat memuaskan
Positif,drivernya baik semua
Positif,alhamdulillah memuaskan
Positif,pelayanan bagus banget baik orangnya
Positif,mantap pelayanan oke banget tinggal lokasi kurang
Positif,sangat baik ramah
Positif,sangat memuaskan
Negatif,bagus aslinya drivernya sering cancel kasihan dapat driver jemputnya jauh saran khusus driver cancel padahal dekat titik harus dikasih hukuman pengurangan rating sebesar terus kalau rating dibintang diperlama dapat penumpang
Negatif,banyak pengguna menolak uang digital maxim
Positif,ok banget ramah nyaman bawa motornya
Positif,penjemputan tepat waktu order dipenuhi dede haryanto motorcycle warna putih nopol btnb terima kasih atas perjalanan rating driver ramah sabar
Negatif,najiss engga deh pakai maxim titik penjemputan cilangkap depok tuhuan kramat jati jaktim bisanya driver gak tahu jalan tersesat sampai mall cibinong
Positif,cepat respon sangat baik
Positif,enak aplikasinya
Negatif,lama mencari driver
Positif,pelayanan sangat baik
Positif,bagus cepat aman
Positif,sangat menyenangkan orang ramah baik
Negatif,tibatiba logout sendiri mau login susah banget krna tidak dapetdapet smstlp berisikan kode login maxim gajelas
Positif,driver cewek baik ramah
Positif,kurirnya ramah baik cepat
Negatif,tarif pas order tarif pas bayar beda parah tertibkan drivermu
Positif,pelayanan sangat baik
Positif,orangnya ramah profesional melayani customer
Positif,sauna berjalan panassss
Positif,bapaknya sangat ramah sekali
Positif,saya senang nyaman
Positif,rama baik lagicara bawanya standarpokok bagus lh
Positif,pelayanan cukup baiktrima kasih maxim
Positif,abangnnya ramah baik
Positif,terimakasih mas supir ramah baik
Positif,pengemudinya ramah
Positif,cepat murah
Positif,sangat memuaskan super ramah
Positif,sangat menyenangkantiba tepat waktu
Positif,terima kasih banyak bosku semoga sehat selalu sekeluarga mudahkan rezeki
Positif,pkok aman lancar
Positif,mas baik ramah sekali
Positif,pengemudinya baik ramah
Positif,sangat bagus buat alternatif disaat sebelah ramai
Positif,orang sopan ramah
Positif,terbaik sangat membantu skali
Positif,semangat bapak mencari rezeki
Positif,pelayanan cepat
Positif,driver bagusgeraknya cepatsangat membantusemoga maxim karimun semakin bagus
Positif,sangat bagustolong delivery exspres biar masuk auto otomatis
Positif,pengantaran cepat terima kasih
Positif,sangat baik ramah
Negatif,lokasi tidak tepat
Positif,pelayanan maximal terima kasih maxim
Positif,mantap buat driver terima kasih bang
Positif,bagus sopan ramah
Positif,baik pelayanan
Positif,apk sangat membantu lebih murah
Positif,segera tiba gilang kartika pratama motorcycle warna hitam nopol adbaa rating
Positif,mantap pesanan
Negatif,driver biasa mandang harga tidak memuaskan pelanggan
Positif,layanan baik ramah
Positif,semoga bermanfaat saya keluarga saya proses instal aplikasi maxim
Positif,ramah supirnya
Positif,orderan
Positif,baik cepat
Positif,pengemudi wahyudi motorcycle warna merah tua nopol ktcbc selamat menikmati perjalanan rating
Positif,drivernya baik sopan sangat membantu
Positif,ramahsopantidak cuek bawa mobil rileks
Positif,baik ramah
Positif,luar biasa walaupun cuaca hujantp tetap profesional pelayanan
Positif,sangat puas layanannya
Negatif,susah banget cari ojolnya tidak ada mau terima orderan padahal dipercepat ditambah biayanya seharusnya tetap tidak ada terima orderannya
Positif,maxim sangat membantu
Positif,supirnya baik sopan good
Positif,sopan bersih
Positif,ramahh terhadap pelanggan
Negatif,kualitas map sangat jelek
Positif,supir ramah mobil nyaman banget bersih wangi
Positif,terima kasih mas
Negatif,aneh suruh nunggu kode verifikasi gak masuk
Positif,pengiriman a cepat
Positif,sangat baik terima kasih
Positif,pengirimannya cepat
Positif,pengemudi ramah
Positif,keren supirnya sopan
Positif,nyaman ramah
Positif,kakaknya sopan ramah gesit cepat datangnya
Positif,sangat ramah dapat percaya
Negatif,semakin kesini semakin lama pesan maxim apalagi mobil padahal pengguna maxim lama
Negatif,perbaiki sistem dulu bos masa tanpa daftar pelanggan langsung order tanpa harus login
Positif,bapaknya baik matur suwun pak sehat selalu iya
Positif,drivernya ramah
Positif,drever mntap cepat
Positif,tetap semangat meski hujan
Positif,tepat waktu oke
Negatif,tolong benerin apk dong sering gangguan muter terus abang ojolnya chat tidak dibales mau konfirm ojolnya susan kasian ojolnya
Positif,bagus melaksanqkan bertanggung jawabnya
Positif,pengemudi ramah
Negatif,payah saya mau login pun ga padahal mau pesan tiap hari pergi kerja pulng kerja hadehhhh tidak jelas
Negatif,perbaiki dulu kalau hujan iya giliran hujan susah kali dapat driver ko
Positif,sangat baik ramah
Positif,bagus cepat respon
Positif,nyaman kendaraan iya
Negatif,tukang ojeknya kalau minta antar barang tidak mau ogahan melulu banyak alasan
Positif,driver tepat waktu
Positif,bapaknya ramah tahu jalan
Positif,pengiriman cepat sampai mksih
Negatif,pesan mobil pas hujan ga diambil padahal urgent
Positif,terima kasih iya bang diskon semoga rezeki iya bertambah
Positif,sangat puas layanannya terimakasih bosqu semoga berkah mendapatkan rizki banyak
Positif,bapak baik sekali
Positif,pelayanan antar jemput maxim cepat memuaskan
Positif,bgusss sekaliii sangat ramah
Negatif,sedikit cuek
Positif,baikdan sopanramah
Negatif,oii kode verifikasinya gk keluar
Positif,drivernya baik ramah pemilihan rute baik
Negatif,scamdiskolah bilangnya buat mesen ojek sm beli makanan tapipas dicoba kg buat apa
Positif,aman tenang
Negatif,driver tidak bertanggung jawab terima order tidak lokasi
Positif,ojol baikramah sabartrimakasih pak ojol
Positif,pengemudi ramah sabar
Negatif,aplikasi gagu alamat tidak lengkapp
Positif,pelayanan sangatt ramh baik
Positif,tepat waktu ramah semangat
Negatif,sumpah in transportasi paling jelek iya maxim
Positif,tepat waktu ok
Positif,kereeen sangat butuh bagi membutuhkan
Positif,perjalanan myaman jalur tercepat
Positif,bapaknya baik
Positif,alhamdulillah bagus tepat waktu
Positif,supir baik ramah ngobrol kenalan gak bosan perjalanan
Positif,driver ramah sopan
Positif,terima kasih maxsim abang membantu perjalanan lebih hemat nyama
Negatif,aplikasi ruwettisi saldo ga langsung masukga dipkek keluar biaya bayar tunaidan kebanyakan potongansama murah untungnya diambil ptongan
Negatif,tempat lokasi bikin terbaik
Negatif,kok sekrng mahal si cakung je pulogadung biasanya ribu masa sekrng ribu
Positif,alhamdulillah tepat orderan
Positif,aman bagus
Negatif,murah cmn lebih nyebelin gojek kalau ga mau nerima jangan terima nunggu driver g gerak
Positif,respon cepat driver ramah
Positif,baik sekali
Positif,mksih pak sehat selalu murah rezeki
Positif,penjemputan sangat cepat
Positif,cukup baik cepat
Negatif,saldonya gk langsung update
Positif,ramahsopanbaik
Positif,baik ramah
Positif,kurirnya baik banget maasya allah
Positif,ramah baik
Positif,sungguh sangat baik sopan menggemudi hati hati
Positif,sangat menarik
Positif,sangat ramah sekali masyaallah tabarakallah terimakasih
Positif,pelayanan cepat
Positif,sangat bagus pelayanannya harga terjangkau
Positif,maksih driver ramah
Negatif,agak kecewa sama drivernya padahal tertera harga lokasi tujuan cuma driver bahkan pilih jalan lebih jauh sampai tujuan harganya naikin
Positif,pengemudi ramah tepat waktu terimakasih
Positif,driver sangat baik
Positif,the best bang sukses selalu
Positif,kalau ac dinyalakan terima kasih
Positif,sampai aman
Positif,driver sangat ramah
Positif,mantap lah harga juga terjangkau driver juga mantap
Positif,ramah sopan
Positif,kirim baik aman
Negatif,lama banget cari drivernya padahal disekitar ku banyak orng
Positif,alhamdulillah pelayanannya baik
Positif,terbaik pokoknya
Positif,pengemudi ramah pengantaran tepat waktu
Positif,sangat bagus mudah kemana mana
Positif,sangat membantu
Positif,tarif kompetitif dibanding ojol lainnya
Positif,bagus sangat membantu
Positif,datang tepat waktupelayanan memuaskan
Negatif,sayang memasukan alamat penjemputan alamat tujuan sangat susah hampir tidak makanya pelanggan sepiribed banged tidak simple tidak praktis
Positif,pelayanan sangat sangat ramah
Negatif,penjemputan oktpi order agak susah
Positif,cepat tepat waktu
Negatif,aplikasi maxim saya kenapa tibatiba keluar disuruh loginudah sering sekali tolong diperbaiki
Negatif,keramahan driver perlu tingkatkan
Positif,terima kasih antar sampai tujuan selamat
Negatif,nggk pernah dapat driver dekat selalu jauh padahal diseputaran saya banyak dekat driver
Positif,terima kasih om
Positif,terimakasih pak cik pak cik orng amanah semoga allah balas berkali kali lipat kebaikan pak cik
Positif,sangat memuaskan
Positif,tarif bersaing
Positif,sukses sllu buat abang drivee
Negatif,driver gak bertanggung jawab titip barang gak ada smpai tangan slsaikan tolong tindak dong jangan smpe bikin buat maxim gulung tikar
Positif,pelayanan cukup baik
Positif,sopir profesional handal ramah juga terimakasih teman ngobrol dijalan
Positif,pelayanan baik
Positif,driver ramah sopan nyaman
Positif,pelayanan mantap
Positif,drever ramah
Positif,bagus tepat waktu
Positif,the best selalu ada saatsaat jam kritis
Positif,pelayanan cepat respon sopan
Positif,berprilaku baik sopan
Negatif,udh x pesen makanan kga ada mau terima kasih takut dikira fiktif x iya
Negatif,mohon maaf pak tadi ternyata uangnya kurang soalnya baru dipalu pak
Positif,bagus puas pelayanan aplikasi maxim
Negatif,buat pelanggan jangan bayar lewat kaspro error
Positif,aplikasinya bagus
Positif,drivernya sangat baik
Positif,mantap drivernya goodluck
Positif,baik ramah
Positif,pertahankankeramahan kepada konsumen semangat
Positif,terima kasih pak sehat terus
Positif,terima kasih banyak saya sangat mengapresiasi aplikasi ojol maxim mau mengantar saya tempat tujuan selamat disaat hujan sangat deras terima kasih mas sukses selalu
Positif,layanan ojek online bagus cpt dlm penjemputan akurat lokasi antar tujuan
Positif,ramah banget abangnya sehat selalu bang
Positif,sopir ramah
Negatif,pesen makanan pas menu show cart bahkan blank putih
Positif,pelayan sangat baik nyaman
Positif,sangat baik sopan drivernya
Positif,drivernya sangat ramah
Positif,murah bagus layanannya
Positif,sangat sangat memuaskan
Positif,pelayanannya ramah
Positif,baik cepat
Negatif,maxim tolong banget iya kalau navigasi kalian buruk banget apalagi delivery selalu setiap kirim apapun pakai maxim pasti tersesat terus driver tolong beneri iya aplikasinya tidak harus canggih banget setidaknya orang maps baca tuh maps
